Κωδικός,Τίτλος,Πρωτότυπο,Κατάσταση μετατροπής,OCR,Σελίδες,Σελίδες χωρίς αναγνώσιμο κείμενο,Χαρακτήρες,Χρειάζεται περαιτέρω μετατροπή,Αιτίες,Ταυτότητα PDF
SRC-CD31230403,Enhancing Security in Deep Reinforcement Learning: A Comprehensive Survey on Adversarial Attacks and Defenses,originals/SRC-CD31230403.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,dbc5f9dd7a81e44a21e9e97bc153952e8e888879a218eee1fdef810aea97abbc
SRC-55EB060C37,ETHICAL & SOCIETAL IMPLICATIONS OF AI – IEEE CAI 2025,originals/SRC-55EB060C37.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,dfb70bca713330a71e67d3ad91eba09203989c5ee01797af4eb99d9f98a61129
SRC-3B01300AF5,Evaluating the Efficiency of Reinforcement Learning Algorithms in Dynamic Environment Simulations -,originals/SRC-3B01300AF5.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,bfcb2131d628f4fc12a9b139325fe5e164a719292e3df10a259c5107b3b45385
SRC-4980879DA9,Evolving Reinforcement Learning Algorithms,originals/SRC-4980879DA9.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,d587da5c33fbe49f470a9718f97751341663fe7ec3ff47723103de57a0c32b1b
SRC-F622BE6812,Exploration by Random Network Distillation,originals/SRC-F622BE6812.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,07ceae9300d9ba5871578e0e720b1cb3bec5c4d0aa894f9ee442f9e107761366
SRC-3EF7E5F425,Feasible Adversarial Robust Reinforcement Learning for Underspecified Environments,originals/SRC-3EF7E5F425.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,1cf98ce32da00542c696ebc382f272192ac6772ee681e12dc8087e7bb36f369b
SRC-A784C81711,Feasible Adversarial Robust Reinforcement Learning for Underspecified Environments - Intelligent Dyn,originals/SRC-A784C81711.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,355a0bcaf14a00340967af0e81079e9ccf99b3805dd719490ba37a956dc5a229
SRC-E1EFA55EAE,Formal methods for safety-critical machine learning- a systematic literature review - Frontiers,originals/SRC-E1EFA55EAE.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,02d3f7aac612afcac056ade01cdd68743d1ea2853f044c9cdf37d5bd28c814a6
SRC-04D061C2E0,From AI Safety Gridworlds to Reliable Safety Unit Tests for Deep Reinforcement Learning in Computer,originals/SRC-04D061C2E0.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,ba1c9c2ea007faece1252f75b50f9f7b206336354e26cf1eb08ae3d2f4fd8ee2
SRC-3FFDDD1943,"From Autonomous Agents to Integrated Systems, A New Paradigm: Orchestrated Distributed Intelligence",originals/SRC-3FFDDD1943.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,b67a40d2661f1ec436a712e9e22809b8c7576b19e4d6c30026a95c5c7bfe7e17
SRC-C3B6BAF4A9,Fully Autonomous AI Agents Should Not be Developed,originals/SRC-C3B6BAF4A9.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,a81a3884eee9629b491a08e73e37caadde939c18c514b5ce0061e4d63993ae54
SRC-50C47A7AF2,Game-Theoretic Multiagent Reinforcement Learning,originals/SRC-50C47A7AF2.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,de24d761fd972e8bfcb43d07a8a1d7defe89b6ceb31fc20a705acf3a505e3b1a
SRC-9DCA1F02C1,"General Video Game AI: a Multi-Track Framework for Evaluating Agents, Games and Content Generation Algorithms",originals/SRC-9DCA1F02C1.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,1b5de36f7946a9aff592224005fcf9bd6c24873915d3011456260add99333015
SRC-0A4446E662,Generalized Out-of-Distribution Detection: A Survey,originals/SRC-0A4446E662.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,41f4fb446c0dbc9ee1fbfb2141c1d3dafd729a077b3325ecb6958bd51be251cf
SRC-80D1CDD66B,Guiding Reinforcement Learning Using Uncertainty-Aware Large Language Models,originals/SRC-80D1CDD66B.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,57cdace47c10d24e3b880e5ae4e1aad23631c966a361396967efba25509f869f
SRC-65A11D9ADB,Heuristics and Biases in AI Decision-Making: Implications for Responsible AGI,originals/SRC-65A11D9ADB.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,3cd32f226b5855b2acb161f1b759251f5807b4f46c72d3739300255452f1314f
SRC-0B1E2F30F6,Hierarchical Reinforcement Learning for Playing a Dynamic Dungeon Crawler Game - Bernoulli Institute,originals/SRC-0B1E2F30F6.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,2b6a20b61a6fd0ab032780d0cae948dc39227685b5420fd0fb2b290b7071cc34
SRC-6AE1A85EA9,High-Dimensional Continuous Control Using Generalized Advantage Estimation,originals/SRC-6AE1A85EA9.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,5aa736ccf3517a1f36d0ca8146982e69beaf9a2bdccac2ae324f780743bc045e
SRC-60EF27E7AD,How to Measure Cyber Resilience of an Autonomous Agent: Approaches and Challenges,originals/SRC-60EF27E7AD.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,d66ec7882f9c08d8ee2273538945f32dc997e697b733f524cb1d7b1cecac32b2
SRC-701E163AC8,http---incompleteideas.net-book-RLbook2020.pdf,originals/SRC-701E163AC8.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,2dd0d71d9ee883fbeb99f9b888c65ac3255fae2512203d11b18e838befffe9a6
SRC-EBCD9DDFBF,https---aaltodoc.aalto.fi-bitstreams-20230aa7-e046-437e-bb26-56c0fbc7109a-download,originals/SRC-EBCD9DDFBF.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,b2c2ca0b4271fda5311d2a1a5f80082b2a3bd3acc4b9cf0a731f9c79eab1856c
SRC-F675E9E632,https---aaltodoc.aalto.fi-bitstreams-ad6a569f-e242-4e6f-8976-61a242efe719-download,originals/SRC-F675E9E632.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,9268fec39cfe5a886ad5b0bd70096c7f8837f1f1d8bea661ee45fe178004cfd3
SRC-EB8D078107,https---dione.lib.unipi.gr-xmlui-bitstream-handle-unipi-17565-Dimitriou 2308.pdf-isAllowed=y&sequenc,originals/SRC-EB8D078107.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,526d050d2044ea2066f18f68dac5225438e6a0370af2861487e625265015f9d6
SRC-6C628ADA43,https---dione.lib.unipi.gr-xmlui-bitstream-handle-unipi-18088-Tsilifonis mtn2323.pdf,originals/SRC-6C628ADA43.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,d9602edb653e6d08ea486d1ee01d738d1c40eeb1d7b75b4093f433a60d82622c
SRC-BA4E5742AE,https---discovery.ucl.ac.uk-id-eprint-10208658-7-Mikayel Samvelyan Robust Agents in Open-Ended World,originals/SRC-BA4E5742AE.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,7f78308f1d9e35b345b7b32cd226c3142ec8e6d1e5a7499340c9769ce17d85bb
SRC-F6E2AD5FA8,https---dspace.lib.ntua.gr-xmlui-bitstream-handle-123456789-61114-ThesisFinal Bakis Dionysios.pdf-is,originals/SRC-F6E2AD5FA8.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,727f1cbe3b212cc484861dcbdebd7e7b9081b8de73a379a8d6b4365c0a26413f
SRC-32A0866AF8,https---eclass.uoa.gr-modules-document-file.php-DI437-1312.5602.pdf,originals/SRC-32A0866AF8.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,8db04120cace173151c77e0faa6f3eaa4207009da66b9417597dc70bfee56d9c
SRC-73E38AF463,https---edoc.ub.uni-muenchen.de-31981-1-Phan Thomy.pdf,originals/SRC-73E38AF463.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,f3767335842506023ee08b263a17a6b75bb6e6eac962641a18db7c1553c37fb7
SRC-CDB067267C,https---konverge.ai-pdf-Ebook-Agentic-AI.pdf,originals/SRC-CDB067267C.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,532452cd94aff725328eb02a9722fdcbb370803abfc552b2d2e1c93620b7d302
SRC-9EED60003F,https---ntrs.nasa.gov-api-citations-20240006865-downloads-sws-tc4-2024milestone.pdf,originals/SRC-9EED60003F.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,0e8ccd9a56f741fa2cec1fe1f32427521161535114c0de75dda91cf8effb535c
SRC-59A04B97F6,https---ntrs.nasa.gov-api-citations-20240007986-downloads-DASC submit slagel v01.pdf,originals/SRC-59A04B97F6.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,0f393969de4473d7a75375bddcf26100937eca601a9d93dab5ed75f070b0fa6d
SRC-3A95B5303C,https---ntrs.nasa.gov-api-citations-20250003529-downloads-Verification%20of%20Autonomous%20Systems 2,originals/SRC-3A95B5303C.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,6ff549a04aafe6954d091bc3e4dbae2a7abfa2d5e0534b973115494ebd3c44da
SRC-8E22CBA55A,https---papers.nips.cc-paper-6692-safe-model-based-reinforcement-learning-with-stability-guarantees.,originals/SRC-8E22CBA55A.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,4246a65026aa38f94b01ec74c8e016fba410c86e3fef588f71f3b45618952c48
SRC-E8CAAF02BE,https---people.csail.mit.edu-lpk-papers-aij98-pomdp.pdf,originals/SRC-E8CAAF02BE.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,71a6d1aee278e93c5fae8dd7d0c452c8b7b035af55d9dce2bc367d473bfc9645
SRC-52E62452B8,https---people.eecs.berkeley.edu-~elghaoui-Pubs-RobMDP OR2005.pdf,originals/SRC-52E62452B8.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,237429248dbf6d860588c5c8eb55ebdea8d89ad2c6e38e82edb5f8aaa4f2144a
SRC-EBB14FC4CB,https---proceedings.mlr.press-v119-cheung20a-cheung20a.pdf,originals/SRC-EBB14FC4CB.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,865cc370deb517186094ca16963b8b1efe059297d7a0560475e417e4f4e82499
SRC-6126015212,https---proceedings.mlr.press-v119-wachi20a-wachi20a.pdf,originals/SRC-6126015212.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,1103fbcfd4b69582d28fcb39f6be974c9d589a01e1e863faaae21f946a699cac
SRC-0A8E4489E8,https---proceedings.mlr.press-v134-wei21b-wei21b.pdf,originals/SRC-0A8E4489E8.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,f1f92381cbadd863d5f4c307a377291bdd03e99b18e7d11858fee0b4f576a1ab
SRC-91D56A10CF,https---proceedings.mlr.press-v139-xie21c-xie21c.pdf,originals/SRC-91D56A10CF.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,7b5e5c0a6aaaf0ffabd3ed3cd33fa247d14cd2c31b5b399ccbf3aaa14c368831
SRC-702F9AB94C,https---proceedings.mlr.press-v168-sodhani22a-sodhani22a.pdf,originals/SRC-702F9AB94C.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,d29ad6b66a93c887f737f9afb1567876ebf6b4afba27a2d16a291be2bf892cdd
SRC-153C917DE1,https---proceedings.mlr.press-v199-luketina22a-luketina22a.pdf,originals/SRC-153C917DE1.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,fd30901b289b595b0bf43f4360a8de24807fd63e64c23d140e7eda81ca0c24ef
SRC-660560956D,https---proceedings.mlr.press-v199-steinparz22a-steinparz22a.pdf,originals/SRC-660560956D.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,80b36c5fb870f2cba9b834054b240f88f670d03a0b008fcee3cdcf0cda756fd0
SRC-4B456A9363,https---proceedings.mlr.press-v202-feng23e-feng23e.pdf,originals/SRC-4B456A9363.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,f6f6dcaaed0ec6085dd8463bfbe83d7fd500134fd25a26da9731cd71746b2a43
SRC-5775601BD7,https---proceedings.mlr.press-v232-abbas23a-abbas23a.pdf,originals/SRC-5775601BD7.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,fc204ee289904b445a056ff9710e9f250b1e089b392ea6c00b1f42d9279bc02a
SRC-7456165CEA,https---proceedings.mlr.press-v232-alami23a-alami23a.pdf,originals/SRC-7456165CEA.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,b0abaaf35dbd0cb46ddc5fd343a6a508078a6ac231da6eb30203f0411b44d2af
SRC-3C543330E4,https---proceedings.mlr.press-v237-peng24a-peng24a.pdf,originals/SRC-3C543330E4.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,799ed6f241af2cb8ef09de3b4b6ed3370c6b496b7a5d94a7f783ba693c2e66fc
SRC-91D94DB95B,https---proceedings.mlr.press-v70-achiam17a-achiam17a.pdf,originals/SRC-91D94DB95B.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,738ba84a6cf3d6f947f91a467b13a3c888d908c050a0b9b58d097da22959a08f
SRC-70AEC665B2,https---proceedings.mlr.press-v70-guo17a-guo17a.pdf,originals/SRC-70AEC665B2.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,df7c93f97204f8a3c2b10f6d5bf5265baac25f00c1ae3b473a3e1dbc102dacb2
SRC-D6335D382B,https---proceedings.mlr.press-v97-kaplanis19a-kaplanis19a.pdf,originals/SRC-D6335D382B.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,b34332fc258e0964ba56ce854d9851686ae08bbd84a09490e54aa16c8d047a04
SRC-47D94CB6FD,https---proceedings.mlr.press-v97-tessler19a-tessler19a.pdf,originals/SRC-47D94CB6FD.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,e7eb96bd165a77517a827dbaefa44490c4fb09b0358a4ba44b4f1fef87f04fef
SRC-EA5D0E318E,https---proceedings.neurips.cc-paper files-paper-2017-file-9ef2ed4b7fd2c810847ffa5fa85bce38-Paper.pd,originals/SRC-EA5D0E318E.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,835735938688c03e411b23ffd8fff172b3b2db3ad33e29e7d6b567c8b94694a0
SRC-CE71F210EE,https---proceedings.neurips.cc-paper-2020-file-543e83748234f7cbab21aa0ade66565f-Paper.pdf,originals/SRC-CE71F210EE.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,a6bf367b64b3e4887728bb9094199c86916146dcd9b0889a89cabcf02fcc4be4
SRC-5E062C81BA,https---proceedings.nips.cc-paper files-paper-2000-file-e8dfff4676a47048d6f0c4ef899593dd-Paper.pdf,originals/SRC-5E062C81BA.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,621d28220918504b78dc394e24ef17e34a2cef0c41854e05d604375ad63d9e0a
SRC-8EE2492823,https---pure.tugraz.at-ws-portalfiles-portal-93576031-Shields for Safe Reinforcement Learning.pdf,originals/SRC-8EE2492823.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,15aac305dea7a6cba492278748de6a51af03ccad0bea5d8df97dcb04e333d8ea
SRC-698B096865,https---repository.tudelft.nl-file-File 187427e8-b4ac-43ee-86bc-03b67d898dc4,originals/SRC-698B096865.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,e8c8d46e3fb675198688da621f5e04e6cf2ff87a8e14668c8b87a2af098ffdc1
SRC-A9C099EA23,https---repository.tudelft.nl-file-File 4d844f40-2766-450e-b117-66fad735de6f,originals/SRC-A9C099EA23.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,44c3d1f05a10ea1375d2300ca1347704dadc73f417c0ad3aacc9212cffce22e4
SRC-E2356C5721,https---repository.tudelft.nl-file-File 53fbcb38-546e-45f6-80b1-0bfbc2608091,originals/SRC-E2356C5721.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,dc5ec3a950db1c1d4c3df536bb2693f1de418105fb33ee192dc939447b181cc8
SRC-AEEA49C0DF,https---repository.tudelft.nl-file-File cd37d44c-d0d0-4d46-821b-b9aa22f2785f,originals/SRC-AEEA49C0DF.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,ca41ae999fb2d1353b123676fa9b01a7d46ee71c5ef30fd843b9ccd53a73a33e
SRC-6AD93D9DB4,https---web.mit.edu-dimitrib-www-AbstractDP ED3 TEXT 2021.pdf,originals/SRC-6AD93D9DB4.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,acbe5987a451ac82ba68851f4830ccee22ba594951c71a4b6fcea72ff37c455f
SRC-DE316B77C0,https---web.mit.edu-dimitrib-www-Bertsekas 1976 dynamic-programming.pdf,originals/SRC-DE316B77C0.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,09ae23b8ece4e821cd487f24995d019011a7d8534310435c715fa1df185e896f
SRC-A908F12075,https---www.capgemini.com-wp-content-uploads-2025-07-Final-Web-Version-Report-AI-Agents.pdf,originals/SRC-A908F12075.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,7ecb0ce9da978dba87bc605e9333dfa539b8e6bc1ad77da1d4c1f377f5a5d528
SRC-CD5B555DED,https---www.cs.unh.edu-~mpetrik-pub-tutorials-robustrl-dlrl-extended.pdf,originals/SRC-CD5B555DED.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,2ef11120fe15d6fbf953a3bd3d5f2cb530543953f4a110a6bce68cf15df7bc41
SRC-6E7AFA8AC0,https---zhangliangyu32.github.io-files-papers-RobustMDP2022.pdf,originals/SRC-6E7AFA8AC0.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,b887fb4bb84d66fa95a4d4dc27d847f2ba411a84706e478dc9a602c64b2b2e1a
SRC-BA15D8CA60,Human-in-the-Loop Synthesis for Partially Observable Markov Decision Processes,originals/SRC-BA15D8CA60.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,56552b3c30ed2950bd21b8a0903e801fa6afd3e606265af8de0584c98e54f8cf
SRC-2E9F8BFC39,Humans as Safety Constraints: A Survey of Human-in-the-Loop Reinforcement Learning for Critical Systems,originals/SRC-2E9F8BFC39.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,8620819d0dffa7b2f0564c9e11aba521420b3442b6f2cca9206afd295afaaa42
SRC-DF262CEA9A,IEEE P7001: A Proposed Standard on Transparency,originals/SRC-DF262CEA9A.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,aeeeac19d242614f40cf5d9c37552f88cf77f8bf54ea5cbaad6b63b1678c9440
SRC-7574A4DDCC,ilide.info-agentic-ai-projects-pr 8274957092840810572421abca7eb2c6,originals/SRC-7574A4DDCC.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,15de113a56b4fd23fc7173e890ff35a3348f133f30a7d34f71cb78f8945df37f
SRC-405E00D8AB,ilide.info-ai-agents-and-automation-trends-2025-ebook-pr 1457e778f93e4de20f71dbd2371b0937,originals/SRC-405E00D8AB.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,19986913e8b98a26a2377fe5e3a227436a899b1eac7085064ff51e11432ec7dc
SRC-255529AC11,ilide.info-mastering-multi-agent-systems-pr 03b6784b619ed204bafad6a04a2f6b46,originals/SRC-255529AC11.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,d55a9e0ec578aa78bba4baa20ae552f79d8a2b6aaed115a354a7f6aeabc67e9a
SRC-5DFB680F53,Interaction-Breaking Adversarial Learning Framework for Robust Multi-Agent Reinforcement Learning,originals/SRC-5DFB680F53.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,6f80413d4401779e760f3de012d8b47ef8fb56034ac78ab0b337da7f919043b1
SRC-9464421E55,Is Prior-Free Black-Box Non-Stationary Reinforcement Learning Feasible?,originals/SRC-9464421E55.pdf,πλήρης-αυτόματη-προς-έλεγχο,μη-διαθέσιμο,41,0,89638,όχι,καμία,96bae51eeb00647f5b49083636338ed76dabe56ca004393552d6c5f2e715d37d
SRC-9144C46DA7,Just an Agent Away - An AI Thesis - Eximius Ventures,originals/SRC-9144C46DA7.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,813c004b6d37ffdced9932ec0b1523178a12a474cdf24c1d1e1aa9a76bc949ac
SRC-2554BB8102,"Large Language Model Agent A Survey onMethodology, -- Junyu Luo, Weizhi Zhang, Ye Yuan, Yusheng Zha",originals/SRC-2554BB8102.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,f3fb80781228b11acf8e9e579e01e399be538677ff645411ced5f779f5980d08
SRC-92397254FB,Learn to human-level control in dynamic environment using incremental batch interrupting temporal abstraction,originals/SRC-92397254FB.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,443fc8c38b995e1ebb67fb68d6f3478fcb5e738d776b6e4f8ffac1d0a542a38e
SRC-1E5026EDE1,Learning Safe Policies with Expert Guidance,originals/SRC-1E5026EDE1.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,faf5d519f26090d75de9984cf5a58332b7bef646d4a174313f75b41f7e950fc6
SRC-3BF9404CC3,Learning to Recover for Safe Reinforcement Learning,originals/SRC-3BF9404CC3.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,0ca93dba63cf1b7db3f207620ad37b27f6dc0b62759e1a70e847464768fb85a2
SRC-BCAAFDCD46,Long-range atom-ion Rydberg molecule: A novel molecular binding mechanism,originals/SRC-BCAAFDCD46.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,53b8a60d985ea0c9c12a41410f14699b303390d8ce5ee07b56946202c165b2cf
SRC-E842F87F3F,mastering-ai-agents-galileo,originals/SRC-E842F87F3F.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,3be8294e67c0c269304fba82b2a68ab0e87a5c62e4534d26b00cf956c8386390
SRC-A4DC00B75B,Minigrid & Miniworld: Modular & Customizable Reinforcement Learning Environments for Goal-Oriented Tasks,originals/SRC-A4DC00B75B.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,9a83f8d0ffc786ea0986f82f05dab3bcba6ad3cee3c3b613919a3cbe0abec900
SRC-89009123A3,Model-Free and Model-Based Policy Evaluation when Causality is Uncertain - Proceedings of Machine Le,originals/SRC-89009123A3.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,c8a1545993bc4ce4e043493059b05645a4dcb9197b83a0e42c4e2018e0225a2e
SRC-FFE02BA5EF,Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments,originals/SRC-FFE02BA5EF.pdf,υπάρχον-markdown-δεν-αντικαταστάθηκε,δεν εκτελέστηκε,,,,δεν αξιολογήθηκε,,dcbf258875023a4739a266697b3d7377dabfe10993ccef864fd5cc9373027e6e
